index,time,in_first_algo,in_second_algo,in_penalty_exp,in_penalty_max,in_penalty_min,in_fixed_app_fraction,thr_num_nodes_to_consider,thr_num_fixed_appointments,thr_n_overnight_trips,thr_total_hours,thr_avg_spread,thr_max_spread,thr_n_work_days,thr_time_limit,out_obj_value,out_num_nodes_cons,out_rel_nodes_cons,out_rel_fixed_app_cons,out_time_taken
76.0,2024-06-29 12:50,PATH_CHEAPEST_ARC,GUIDED_LOCAL_SEARCH,,,,0.3,30.0,5.0,0.0,2160.0,48.08,133.06,4.0,20.0,6073.0,25.0,0.83,1.0,16.77
77.0,2024-06-29 13:03,PATH_CHEAPEST_ARC,GUIDED_LOCAL_SEARCH,,,,0.3,30.0,4.0,1.0,2160.0,57.53,131.89,4.0,20.0,5786.0,24.0,0.8,0.75,14.74
78.0,2024-06-29 13:27,PATH_CHEAPEST_ARC,GUIDED_LOCAL_SEARCH,,,,0.3,10.0,4.0,0.0,660.0,51.26,128.7,1.0,20.0,2039.0,6.0,0.6,1.0,10.22
79.0,2024-06-29 13:27,PATH_CHEAPEST_ARC,GUIDED_LOCAL_SEARCH,,,,0.3,10.0,4.0,0.0,660.0,51.91,128.08,1.0,20.0,2365.0,6.0,0.6,0.75,10.18
80.0,2024-06-29 13:28,PATH_CHEAPEST_ARC,GUIDED_LOCAL_SEARCH,,,,0.3,10.0,3.0,0.0,660.0,55.47,116.39,1.0,20.0,1699.0,8.0,0.8,0.6666666666666666,10.14
81.0,2024-06-29 13:29,PATH_CHEAPEST_ARC,GUIDED_LOCAL_SEARCH,,,,0.3,10.0,3.0,0.0,660.0,49.5,125.32,1.0,20.0,2076.0,7.0,0.7,0.6666666666666666,10.14
82.0,2024-06-29 13:31,PATH_CHEAPEST_ARC,GUIDED_LOCAL_SEARCH,,,,0.3,10.0,5.0,0.0,1260.0,47.68,117.03,2.0,20.0,1432.0,8.0,0.8,1.0,10.31
83.0,2024-06-29 13:32,PATH_CHEAPEST_ARC,GUIDED_LOCAL_SEARCH,,,,0.3,10.0,5.0,0.0,1260.0,46.77,127.31,2.0,20.0,1159.0,9.0,0.9,1.0,10.29
84.0,2024-06-29 13:33,PATH_CHEAPEST_ARC,GUIDED_LOCAL_SEARCH,,,,0.3,10.0,3.0,0.0,900.0,50.8,132.38,2.0,20.0,2196.0,6.0,0.6,1.0,12.27
85.0,2024-06-29 13:34,PATH_CHEAPEST_ARC,GUIDED_LOCAL_SEARCH,,,,0.3,10.0,4.0,0.0,660.0,50.73,128.04,1.0,20.0,1744.0,7.0,0.7,1.0,10.09
